mb_id,formula,n_sites,K_VRH,G_VRH,source
mb-00427,K4BeP2,7,11.000000000000002,9.0,matbench
mb-00428,LiPN2,8,143.00000000000003,98.0,matbench
mb-00429,LaB2Rh2C,6,204.0,55.00000000000001,matbench
mb-00430,ZrInAu,3,111.99999999999996,46.0,matbench
mb-00431,K2Te2Pt,5,22.0,10.0,matbench
mb-00432,Rb2PtSe2,5,28.0,13.999999999999998,matbench
mb-00433,K2PtSe2,5,28.0,13.999999999999998,matbench
mb-00434,NbSe2,6,23.0,13.999999999999998,matbench
mb-00435,YbAgGe,9,49.99999999999999,30.0,matbench
mb-00436,DyB2Ru3,6,207.00000000000003,106.00000000000004,matbench
mb-00437,La3TlC,5,63.0,39.99999999999999,matbench
mb-00438,KBaPO4,28,54.000000000000014,26.0,matbench
mb-00439,MnGaPt,6,122.00000000000004,37.99999999999999,matbench
mb-00440,SiP2,24,12.000000000000002,10.0,matbench
mb-00441,Na3Mn2SbO6,12,97.0,52.00000000000001,matbench
mb-00442,Nb2AsC,8,205.99999999999997,118.99999999999996,matbench
mb-00443,RbAgO,12,23.999999999999996,10.0,matbench
mb-00444,NaMoO2,4,93.99999999999996,63.0,matbench
mb-00445,Te4Mo3,14,33.0,13.999999999999998,matbench
mb-00446,Nb2PC,8,224.0,140.00000000000006,matbench
mb-00447,NbNiB,6,238.99999999999991,140.00000000000006,matbench
mb-00448,MgAgF3,10,74.00000000000001,33.0,matbench
mb-00449,Na3AlAs2,12,23.0,12.999999999999998,matbench
mb-00450,Mn2N,12,197.99999999999991,99.0,matbench
mb-00451,TiFeTe,3,153.00000000000003,79.99999999999999,matbench
mb-00452,ErSi2Rh3,12,164.00000000000003,92.0,matbench
mb-00453,Y(Al2Cu)4,13,101.0,60.0,matbench
mb-00454,Fe2Re3,20,250.99999999999991,101.0,matbench
mb-00455,YGe,4,82.0,54.000000000000014,matbench
mb-00456,ScGe,4,89.0,57.00000000000001,matbench
mb-00457,ScSi,4,101.0,70.00000000000001,matbench
mb-00458,Ti2CdC,8,111.99999999999996,52.99999999999999,matbench
mb-00459,Ti2GeC,8,153.00000000000003,103.99999999999996,matbench
mb-00460,Sc2CoIr,4,143.00000000000003,66.00000000000001,matbench
mb-00461,V2GeC,8,179.99999999999997,101.0,matbench
mb-00462,AlCr2C,8,189.00000000000009,134.00000000000003,matbench
mb-00463,HfAs,8,127.0,66.00000000000001,matbench
mb-00464,HfP,8,148.00000000000003,85.99999999999999,matbench
mb-00465,Fe2O3,40,178.00000000000003,78.99999999999999,matbench
mb-00466,MnNbGe,9,179.99999999999997,82.0,matbench
mb-00467,USbSe,6,70.00000000000001,37.0,matbench
mb-00468,UPSe,6,77.99999999999999,35.0,matbench
mb-00469,Sr2ZnN2,5,66.00000000000001,35.0,matbench
mb-00470,MgRhF6,8,27.000000000000004,27.000000000000004,matbench
mb-00471,SrRhF6,8,37.99999999999999,25.000000000000007,matbench
mb-00472,Cs2ZrCl6,9,9.0,4.0,matbench
mb-00473,Tl(CuS)2,5,42.00000000000001,16.0,matbench
mb-00474,La3Co,16,35.0,12.000000000000002,matbench
mb-00475,DyCo3B2,6,207.00000000000003,119.99999999999996,matbench
mb-00476,Ca(AlSi)2,5,62.0,40.99999999999999,matbench
mb-00477,CoPtO2,4,179.00000000000006,59.00000000000001,matbench
mb-00478,Lu2Mo2C3,7,165.99999999999997,90.00000000000003,matbench
mb-00479,Ca3(SiIr)4,11,132.00000000000006,50.99999999999999,matbench
mb-00480,Sc2Si2O7,11,158.99999999999994,72.00000000000001,matbench
mb-00481,NiSeO4,12,68.99999999999999,42.00000000000001,matbench
mb-00482,TbRhO3,20,186.00000000000009,67.0,matbench
mb-00483,NdCoSi2,8,118.00000000000004,62.0,matbench
mb-00484,LaRhO3,20,173.00000000000003,58.00000000000001,matbench
mb-00485,Zn(GaTe2)2,7,28.0,19.0,matbench
mb-00486,ZnSO4,24,68.00000000000001,32.00000000000001,matbench
mb-00487,Na3AlP2,12,28.0,16.0,matbench
mb-00488,BaCuAs,6,52.99999999999999,33.0,matbench
mb-00489,Hf2NiP,8,167.0,93.99999999999996,matbench
mb-00490,Ca3AsCl3,7,38.99999999999999,23.999999999999996,matbench
mb-00491,SmSnAu2,4,82.0,19.0,matbench
mb-00492,YbSnPd,12,64.99999999999999,26.0,matbench
mb-00493,YAlGe,6,79.99999999999999,54.000000000000014,matbench
mb-00494,Li2CO3,12,55.00000000000001,27.000000000000004,matbench
mb-00495,SrCO3,20,60.0,30.0,matbench
mb-00496,HfSnRh,18,146.99999999999997,63.99999999999999,matbench
mb-00497,Si4Rh3,28,179.99999999999997,88.00000000000001,matbench
mb-00498,NaZnF3,20,83.99999999999999,32.00000000000001,matbench
mb-00499,ThTi2O6,9,156.99999999999994,63.0,matbench
mb-00500,Y2Si2O7,11,138.99999999999997,59.00000000000001,matbench
mb-00501,CrSiTe3,10,12.999999999999998,9.0,matbench
mb-00502,SrZnO2,16,90.00000000000003,48.99999999999999,matbench
mb-00503,Tb2Al3Si2,7,85.99999999999999,63.99999999999999,matbench
mb-00504,Ag2SO4,14,47.99999999999999,11.000000000000002,matbench
mb-00505,BaRuO3,15,105.00000000000004,39.99999999999999,matbench
mb-00506,MgPd5,6,138.99999999999997,42.99999999999999,matbench
mb-00507,Mg2As2O7,11,103.99999999999996,47.99999999999999,matbench
mb-00508,SrAs3,8,33.0,22.0,matbench
mb-00509,SrSnO3,20,138.0,74.00000000000001,matbench
mb-00510,NdNiGe2,8,83.99999999999999,48.99999999999999,matbench
mb-00511,AlPd2,12,158.0,50.99999999999999,matbench
mb-00512,YAl3Ni2,18,112.99999999999994,68.00000000000001,matbench
mb-00513,YbPPt,3,92.0,38.99999999999999,matbench
mb-00514,Na2ZrO3,24,82.0,50.99999999999999,matbench
mb-00515,ThCdAu2,4,97.0,20.000000000000004,matbench
mb-00516,ThCdAg2,4,83.00000000000001,19.0,matbench
mb-00517,CaNdCd2,4,42.00000000000001,20.000000000000004,matbench
mb-00518,HgF,4,38.99999999999999,15.000000000000004,matbench
mb-00519,PrSiRu,6,77.99999999999999,46.0,matbench
mb-00520,ScAlCo2,4,148.00000000000003,91.0,matbench
mb-00521,Cs2RbInF6,10,57.00000000000001,23.999999999999996,matbench
mb-00522,Cs2CaBr4,7,16.0,6.0,matbench
mb-00523,Tb2Cr2C3,7,149.0,68.00000000000001,matbench
mb-00524,Sm2Fe2Si2C,7,128.0,72.00000000000001,matbench
mb-00525,Sr6Sn2NF,10,77.0,45.00000000000001,matbench
mb-00526,Ca6Sn2NF,10,7.0,47.00000000000001,matbench
mb-00527,PrTe2,6,52.00000000000001,23.0,matbench
mb-00528,ThO2,3,188.00000000000009,88.00000000000001,matbench
mb-00529,CdCu2GeS4,16,67.0,28.0,matbench
mb-00530,C,16,118.00000000000004,91.0,matbench
mb-00531,Na(BH)6,52,10.0,6.0,matbench
mb-00532,Cs2KPbF6,10,115.00000000000004,12.999999999999998,matbench
mb-00533,Cs2CaCl4,7,12.000000000000002,9.0,matbench
mb-00534,Rb2NaInF6,10,52.00000000000001,36.0,matbench
mb-00535,Li7MnN4,96,79.99999999999999,68.99999999999999,matbench
mb-00536,Mn(CrSe2)2,7,47.00000000000001,30.0,matbench
mb-00537,Tm2Cr2C3,7,167.0,77.0,matbench
mb-00538,Rb2BrCl6F,10,25.000000000000007,12.000000000000002,matbench
mb-00539,Cs2NaMgF6,10,105.00000000000004,17.999999999999996,matbench
mb-00540,K4Br2O,7,17.0,9.0,matbench
mb-00541,Cs2LiTlF6,10,29.0,25.000000000000007,matbench
mb-00542,Rb2TlInCl6,10,22.0,7.999999999999999,matbench
mb-00543,Rb2NaTlF6,10,26.0,29.0,matbench
mb-00544,FeBr2,3,10.0,5.000000000000001,matbench
mb-00545,Cs2TlFeF6,10,83.99999999999999,30.0,matbench
mb-00546,LuCo2,6,127.0,34.0,matbench
mb-00547,Rb2NaSbCl6,10,19.0,7.999999999999999,matbench
mb-00548,Ba6Tl2NCl,10,21.0,10.0,matbench
mb-00549,Ti2AlRe,4,171.99999999999991,72.00000000000001,matbench
mb-00550,Rb2NaSbF6,10,44.0,17.999999999999996,matbench
mb-00551,Sr6Sn2NO,10,13.999999999999998,17.999999999999996,matbench
mb-00552,LiMnPt2,4,114.00000000000004,48.99999999999999,matbench
mb-00553,Cs2TlInF6,10,28.0,27.000000000000004,matbench
mb-00554,Cs2AlInH6,10,111.00000000000004,13.999999999999998,matbench
mb-00555,NaTl2InF6,10,128.99999999999994,39.99999999999999,matbench
mb-00556,HfGeO4,12,231.00000000000009,91.0,matbench
mb-00557,Rb2TlInF6,10,7.0,13.999999999999998,matbench
mb-00558,CsVN2,8,103.99999999999996,42.99999999999999,matbench
mb-00559,KRb2InCl6,10,12.000000000000002,3.0,matbench
mb-00560,YMgCd2,4,52.00000000000001,25.000000000000007,matbench
mb-00561,Rb2NaAsF6,10,7.999999999999999,25.000000000000007,matbench
mb-00562,LaWN3,10,170.00000000000006,57.00000000000001,matbench
mb-00563,Sr4ZrN4,18,70.99999999999999,29.0,matbench
mb-00564,Mg3Ru2,20,107.0,50.99999999999999,matbench
mb-00565,Ca2Sn3O8,13,107.0,45.00000000000001,matbench
mb-00566,Cs2ICl6F,10,20.000000000000004,6.0,matbench
mb-00567,LiTl2InCl6,10,22.0,11.000000000000002,matbench
mb-00568,MgWF6,8,22.0,28.0,matbench
mb-00569,PrBS3,20,52.99999999999999,22.0,matbench
mb-00570,RbTiAsO5,64,66.00000000000001,37.99999999999999,matbench
mb-00571,PrSi2Ag,8,88.00000000000001,56.00000000000001,matbench
mb-00572,MnZnF6,8,77.99999999999999,39.99999999999999,matbench
mb-00573,ZnFeF6,8,22.0,17.0,matbench
mb-00574,ZnWF6,8,101.0,31.0,matbench
mb-00575,Li3PS4,32,21.0,11.000000000000002,matbench
mb-00576,Y3Si6N11,40,143.00000000000003,93.99999999999996,matbench
mb-00577,MgSnF6,8,48.99999999999999,23.999999999999996,matbench
mb-00578,MgNiSb,3,85.99999999999999,42.00000000000001,matbench
mb-00579,Cs2NaScF6,10,19.0,30.0,matbench
mb-00580,Zr5Te4,9,67.0,36.0,matbench
mb-00581,Rb(FeAs)2,5,48.99999999999999,26.0,matbench
mb-00582,Ca6In2NF,10,20.000000000000004,17.0,matbench
mb-00583,LiZrIr2,4,158.0,48.99999999999999,matbench
mb-00584,LiSiIr2,4,295.0,102.0,matbench
mb-00585,TbAu3,8,95.0,27.000000000000004,matbench
mb-00586,BaSO4,24,52.00000000000001,19.0,matbench
mb-00587,TlNO3,40,21.0,7.0,matbench
mb-00588,SmSi2Rh,8,127.0,42.00000000000001,matbench
mb-00589,RbTaO3,20,68.99999999999999,27.000000000000004,matbench
mb-00590,YPt,8,108.00000000000004,35.0,matbench
mb-00591,RbBF4,24,17.0,7.0,matbench
mb-00592,NaSbS2,8,23.0,15.000000000000004,matbench
mb-00593,SrSO4,24,59.00000000000001,23.999999999999996,matbench
mb-00594,Y2Si4Mo3,18,156.0,98.0,matbench
mb-00595,Li2TiO3,24,109.99999999999996,73.0,matbench
mb-00596,Mg2SiO4,28,118.99999999999996,74.00000000000001,matbench
mb-00597,Cu3PSe4,16,63.99999999999999,28.0,matbench
mb-00598,Sb2S3,20,16.0,9.0,matbench
mb-00599,SmPt,8,93.0,31.0,matbench
mb-00600,Y2Si4CN6,52,167.0,101.0,matbench
mb-00601,Cs2CO3,24,20.000000000000004,7.0,matbench
mb-00602,SmSi2Ni,8,121.00000000000006,68.00000000000001,matbench
mb-00603,CaSn,4,37.99999999999999,22.0,matbench
mb-00604,CaIr2,6,162.99999999999994,59.00000000000001,matbench
mb-00605,ThSi2Ni,8,138.99999999999997,77.0,matbench
mb-00606,Ca5Al2(SiN4)2,68,126.0,74.00000000000001,matbench
mb-00607,TmPt,8,114.00000000000004,35.0,matbench
mb-00608,Hg,2,7.999999999999999,4.0,matbench
mb-00609,LaSi2Ag,8,88.00000000000001,55.00000000000001,matbench
mb-00610,CaMgPb,12,36.0,26.0,matbench
mb-00611,NbZn3,4,118.99999999999996,70.99999999999999,matbench
mb-00612,EuZnGe,6,42.99999999999999,37.0,matbench
mb-00613,BaAsPd,3,59.00000000000001,25.000000000000007,matbench
mb-00614,Y2Cr2C3,7,160.99999999999994,74.00000000000001,matbench
mb-00615,PbCl2,6,29.0,7.999999999999999,matbench
mb-00616,PbBr2,6,23.0,7.0,matbench
mb-00617,TmNbRu2,4,178.00000000000003,74.00000000000001,matbench
mb-00618,Li2H2Pd,5,46.0,31.0,matbench
mb-00619,RbYbF3,5,60.0,31.0,matbench
mb-00620,Lu2Fe2Si2C,7,140.99999999999991,84.99999999999999,matbench
mb-00621,Li2PmTl,4,37.99999999999999,31.0,matbench
mb-00622,Ir2S3,10,168.0,85.99999999999999,matbench
mb-00623,Rb2Bi2O5,9,59.00000000000001,35.0,matbench
mb-00624,ZnMoF6,8,97.0,29.0,matbench
mb-00625,Mg2Al4Si5O18,58,122.00000000000004,49.99999999999999,matbench
mb-00626,EuClO,6,52.99999999999999,22.0,matbench
mb-00627,CoBr2,3,11.000000000000002,4.0,matbench
mb-00628,K(Cu2As)2,7,52.00000000000001,19.0,matbench
mb-00629,Li2GePbS4,8,42.00000000000001,19.0,matbench
mb-00630,Yb(As2Rh3)2,11,170.00000000000006,60.0,matbench
mb-00631,Ba(PRh)2,5,88.00000000000001,44.0,matbench
mb-00632,Li(SiRh)2,10,156.99999999999994,70.00000000000001,matbench
mb-00633,RbCdF3,5,68.00000000000001,13.999999999999998,matbench
mb-00634,Ba(AgS)2,5,49.99999999999999,20.000000000000004,matbench
mb-00635,InPS4,6,17.999999999999996,11.000000000000002,matbench
mb-00636,TmAl2,6,82.0,62.0,matbench
mb-00637,CoPt,4,215.9999999999999,108.00000000000004,matbench
mb-00638,PdPtF6,8,35.0,20.000000000000004,matbench
mb-00639,SrSnP,6,5.000000000000001,16.0,matbench
mb-00640,NaLaAu2,4,70.00000000000001,16.0,matbench
mb-00641,LaI2,3,11.000000000000002,7.0,matbench
mb-00642,K2Se,3,16.0,7.999999999999999,matbench
mb-00643,Eu(PRh)2,5,132.00000000000006,70.00000000000001,matbench
mb-00644,Ce2Re2Si2C,7,121.00000000000006,60.0,matbench
mb-00645,SrAcZn2,4,33.0,23.0,matbench
mb-00646,MnS2,3,19.0,16.0,matbench
mb-00647,Au2S,6,63.99999999999999,12.000000000000002,matbench
mb-00648,Ca(ClO3)2,36,22.0,12.999999999999998,matbench
mb-00649,Na5SiP3,36,30.0,17.0,matbench
mb-00650,CaSiO3,60,92.0,47.00000000000001,matbench
mb-00651,La2SiO5,32,98.0,42.99999999999999,matbench
mb-00652,Cu3AsSe4,8,62.0,22.0,matbench
mb-00653,Tm(CoGe)2,5,130.00000000000006,68.99999999999999,matbench
mb-00654,Ca5(InSb3)2,26,36.0,21.0,matbench
mb-00655,TmPd3,4,138.99999999999997,45.00000000000001,matbench
mb-00656,YBPt2,12,158.99999999999994,50.99999999999999,matbench
mb-00657,CePd7,8,153.00000000000003,49.99999999999999,matbench
mb-00658,CsSnSe3,10,12.000000000000002,6.0,matbench
mb-00659,Th(CuSi)2,5,131.00000000000006,73.0,matbench
mb-00660,K(FeAs)2,5,47.99999999999999,23.0,matbench
mb-00661,Yb(CuSi)2,5,77.0,56.00000000000001,matbench
mb-00662,SrAsPd,6,63.0,27.000000000000004,matbench
mb-00663,Sr4Sb2O,7,37.0,28.0,matbench
mb-00664,CaZn2,6,45.00000000000001,23.999999999999996,matbench
mb-00665,ThTeO,6,84.99999999999999,33.0,matbench
mb-00666,KIO4,12,20.000000000000004,11.000000000000002,matbench
mb-00667,Cu12Sb4S13,29,59.00000000000001,12.999999999999998,matbench
mb-00668,NiSb2,6,88.00000000000001,42.00000000000001,matbench
mb-00669,Er(CoSi)2,5,148.00000000000003,95.0,matbench
mb-00670,YMgGa,9,60.0,47.99999999999999,matbench
mb-00671,Cs2CN2,15,17.999999999999996,4.0,matbench
mb-00672,NdNi4B,12,148.00000000000003,68.99999999999999,matbench
mb-00673,V2PC,8,226.9999999999999,149.0,matbench
mb-00674,ZrGeO4,12,202.00000000000009,84.99999999999999,matbench
mb-00675,Sm,4,37.0,23.0,matbench
mb-00676,PuF3,8,116.00000000000004,32.00000000000001,matbench
mb-00677,NpRh3,4,209.99999999999991,76.0,matbench
mb-00678,Ba2Cd,3,13.999999999999998,9.0,matbench
mb-00679,Ba2Hg,3,16.0,9.0,matbench
mb-00680,Er2InAg,4,68.99999999999999,23.0,matbench
mb-00681,SrLiN,6,54.000000000000014,28.0,matbench
mb-00682,HfMoP,9,208.0,121.00000000000006,matbench
mb-00683,CdO,2,126.0,45.00000000000001,matbench
mb-00684,Cs2O,3,5.000000000000001,2.0,matbench
mb-00685,AsPd2,12,122.00000000000004,29.0,matbench
mb-00686,K2PdF6,9,23.999999999999996,9.0,matbench
mb-00687,CsSmO2,8,68.99999999999999,36.0,matbench
mb-00688,RbSmO2,4,70.00000000000001,42.00000000000001,matbench
mb-00689,RbGdO2,4,72.00000000000001,42.99999999999999,matbench
mb-00690,RbNdO2,4,68.00000000000001,39.99999999999999,matbench
mb-00691,BaY2F8,11,78.99999999999999,32.00000000000001,matbench
mb-00692,Ba4Y(CuO3)3,34,103.99999999999996,50.99999999999999,matbench
mb-00693,LaCoGe,6,63.0,36.0,matbench
mb-00694,Cs2ZrF6,9,21.0,9.0,matbench
mb-00695,TmB2,3,174.00000000000009,165.99999999999997,matbench
mb-00696,Ba(AgSn)2,5,47.00000000000001,12.999999999999998,matbench
mb-00697,YbCu5,6,88.00000000000001,44.0,matbench
mb-00698,Sr(CdGe)2,5,27.000000000000004,7.999999999999999,matbench
mb-00699,Sr(SiAg)2,5,60.0,42.99999999999999,matbench
mb-00700,Mg2PtRh,4,118.99999999999996,59.00000000000001,matbench
mb-00701,Sr(AgGe)2,5,47.00000000000001,30.0,matbench
mb-00702,ErInNi4,6,146.99999999999997,56.00000000000001,matbench
mb-00703,Nb5SiSn2,16,161.99999999999994,83.00000000000001,matbench
mb-00704,Li2HfO3,12,106.00000000000004,68.00000000000001,matbench
mb-00705,Co(BW)2,5,334.99999999999994,208.0,matbench
mb-00706,Li3As,8,35.0,30.0,matbench
mb-00707,KAsF6,8,39.99999999999999,12.999999999999998,matbench
mb-00708,Ca(HO)2,5,20.000000000000004,23.0,matbench
mb-00709,ThSb2,6,73.0,30.0,matbench
mb-00710,Ho2Cr2C3,7,167.0,72.00000000000001,matbench
mb-00711,K2PAu,8,21.0,9.0,matbench
mb-00712,K2NiP2,10,21.0,13.999999999999998,matbench
mb-00713,TmNi2B2C,6,194.99999999999991,74.00000000000001,matbench
mb-00714,YNi4B,12,156.0,75.00000000000001,matbench
mb-00715,TaGe2,9,144.00000000000003,102.0,matbench
mb-00716,BeO,4,208.0,156.0,matbench
mb-00717,WOF4,6,12.999999999999998,7.999999999999999,matbench
mb-00718,K2ReF6,9,30.0,16.0,matbench
mb-00719,TmSi2Ni,8,121.00000000000006,63.99999999999999,matbench
mb-00720,Pr2SO2,5,100.0,52.99999999999999,matbench
mb-00721,Th(SiOs)2,5,184.0,96.0,matbench
mb-00722,YAgSn,6,85.99999999999999,42.00000000000001,matbench
mb-00723,Ca(FeP)2,5,89.0,78.99999999999999,matbench
mb-00724,Zr3As2,20,126.0,61.000000000000014,matbench
mb-00725,LiIn(IO3)4,18,29.0,20.000000000000004,matbench
mb-00726,HoCo3B2,6,215.00000000000003,122.00000000000004,matbench
mb-00727,Ho(SiRu)2,5,158.99999999999994,78.99999999999999,matbench
mb-00728,K3Co2F7,12,63.99999999999999,28.0,matbench
mb-00729,GdFeO3,20,101.0,70.00000000000001,matbench
mb-00730,Pr(AgGe)2,5,70.00000000000001,42.00000000000001,matbench
mb-00731,Er(SiPd)2,5,131.00000000000006,50.99999999999999,matbench
mb-00732,Sm(NiGe)2,5,109.00000000000004,46.0,matbench
mb-00733,SiNi3,4,215.00000000000003,102.99999999999996,matbench
mb-00734,USeO,6,103.99999999999996,58.00000000000001,matbench
mb-00735,Ti3InC,5,144.99999999999997,92.0,matbench
mb-00736,KTcO3,5,111.99999999999996,92.0,matbench
mb-00737,NaInO2,4,90.00000000000003,57.00000000000001,matbench
mb-00738,Nd2SO2,5,105.00000000000004,55.00000000000001,matbench
mb-00739,TmTl3,4,46.0,11.000000000000002,matbench
mb-00740,Zn(RhO2)2,14,174.00000000000009,58.00000000000001,matbench
mb-00741,GaNi3,4,179.99999999999997,77.0,matbench
mb-00742,Li3GaN2,48,99.0,88.00000000000001,matbench
mb-00743,NbI2O,8,12.999999999999998,7.999999999999999,matbench
mb-00744,Ca(CoP)2,5,101.0,79.99999999999999,matbench
mb-00745,NaReO4,12,25.000000000000007,10.0,matbench
mb-00746,Ti2SnC,8,135.0,92.0,matbench
mb-00747,ZrGeTe,6,58.00000000000001,44.0,matbench
mb-00748,LiTl,2,31.0,16.0,matbench
mb-00749,Sr(NiGe)2,5,72.00000000000001,36.0,matbench
mb-00750,ScGa3,4,73.0,34.0,matbench
mb-00751,Pr(CoSi)2,5,118.00000000000004,84.99999999999999,matbench
mb-00752,PrH3,4,83.99999999999999,42.00000000000001,matbench
mb-00753,YbCuGe,6,46.0,35.0,matbench
mb-00754,MnFeO3,40,164.00000000000003,75.00000000000001,matbench
mb-00755,Y(NiGe)2,5,106.00000000000004,50.99999999999999,matbench
mb-00756,CoPt3,4,220.99999999999997,91.0,matbench
mb-00757,ThSiAu,3,121.00000000000006,62.0,matbench
mb-00758,U(SiRh)2,5,161.99999999999994,84.99999999999999,matbench
mb-00759,Yb(SiNi)2,5,93.99999999999996,56.00000000000001,matbench
mb-00760,ScNiBi,3,89.0,52.99999999999999,matbench
mb-00761,Y(MnSi)2,5,128.0,76.0,matbench
mb-00762,CaCuSb,6,52.00000000000001,34.0,matbench
mb-00763,CeAsS,12,67.0,55.00000000000001,matbench
mb-00764,TbCdAu2,4,89.0,20.000000000000004,matbench
mb-00765,TiSb2,6,89.0,54.000000000000014,matbench
mb-00766,Cd2PdRh,4,123.00000000000004,45.00000000000001,matbench
mb-00767,HfZnNi2,4,150.99999999999994,48.99999999999999,matbench
mb-00768,Sr(CoP)2,5,84.99999999999999,45.00000000000001,matbench
mb-00769,LiTi2O4,14,132.00000000000006,64.99999999999999,matbench
mb-00770,NbCu3Te4,8,30.0,20.000000000000004,matbench
mb-00771,BiBr3,16,4.0,2.0,matbench
mb-00772,DyAlNi,9,100.0,33.0,matbench
mb-00773,CdSnAs2,8,47.00000000000001,23.0,matbench
mb-00774,Sc3FeC4,8,178.00000000000003,119.99999999999996,matbench
mb-00775,Mg2B24C,54,209.0000000000001,197.0,matbench
mb-00776,TbCoC2,4,168.0,95.0,matbench
mb-00777,CaAu5,6,99.0,27.000000000000004,matbench
mb-00778,MgGeRh2,4,160.99999999999994,68.00000000000001,matbench
mb-00779,Ce(FeSi)2,5,144.00000000000003,76.0,matbench
mb-00780,K2PtF6,9,26.0,10.0,matbench
mb-00781,Ce(MnSi)2,5,124.00000000000004,74.00000000000001,matbench
mb-00782,Ti3SiC2,12,184.0,138.99999999999997,matbench
mb-00783,BaZn,2,21.0,15.000000000000004,matbench
mb-00784,NbB2,3,287.00000000000006,194.99999999999991,matbench
mb-00785,Dy(BC)2,10,181.99999999999997,127.0,matbench
mb-00786,K2UO4,7,61.000000000000014,30.0,matbench
mb-00787,Sc2CuPt,4,112.99999999999994,40.99999999999999,matbench
mb-00788,LaSnAu2,4,68.99999999999999,23.0,matbench
mb-00789,Pr(SiOs)2,5,144.00000000000003,86.99999999999999,matbench
mb-00790,Ca(NiGe)2,5,90.00000000000003,39.99999999999999,matbench
mb-00791,Sr(PRu)2,5,78.99999999999999,57.00000000000001,matbench
mb-00792,ErZrSb,6,72.00000000000001,36.0,matbench
mb-00793,LiZnAg2,4,63.0,19.0,matbench
mb-00794,ReF7,16,6.0,3.0,matbench
mb-00795,Ca(SiNi)2,5,103.99999999999996,56.00000000000001,matbench
mb-00796,GdSF,6,89.0,49.99999999999999,matbench
mb-00797,ThSiO4,12,170.00000000000006,63.0,matbench
mb-00798,Li4Ti5O12,42,108.00000000000004,60.0,matbench
mb-00799,LuAu3,8,111.00000000000004,31.0,matbench
mb-00800,U2SbN2,5,98.0,47.00000000000001,matbench
mb-00801,Li2Pd,3,47.99999999999999,21.0,matbench
mb-00802,ErSi,4,95.0,67.0,matbench
mb-00803,Ho(GeRu)2,5,122.00000000000004,59.00000000000001,matbench
mb-00804,Ho(SiNi)2,5,144.00000000000003,72.00000000000001,matbench
mb-00805,DyAsO4,12,127.0,55.00000000000001,matbench
mb-00806,Zn(GaO2)2,14,168.99999999999997,77.99999999999999,matbench
mb-00807,CrSi2,3,194.99999999999991,171.99999999999991,matbench
mb-00808,Li3YN2,48,81.0,44.0,matbench
mb-00809,Ti2SbP,8,114.00000000000004,70.99999999999999,matbench
mb-00810,Dy(CuSi)2,5,103.99999999999996,76.0,matbench
mb-00811,LaSi3Ir,5,124.99999999999994,67.0,matbench
mb-00812,ScPt,2,135.99999999999997,39.99999999999999,matbench
mb-00813,U(SiOs)2,5,200.00000000000003,77.99999999999999,matbench
mb-00814,HoAlNi,9,73.0,30.0,matbench
mb-00815,GaAg2,9,70.99999999999999,19.0,matbench
mb-00816,NdSiRu,6,82.0,47.00000000000001,matbench
mb-00817,Nd(CoP)2,5,117.0,84.99999999999999,matbench
mb-00818,Dy(SiRh)2,5,162.99999999999994,88.00000000000001,matbench
mb-00819,HfSiRu2,4,224.0,106.00000000000004,matbench
mb-00820,Sb2Pt,12,103.99999999999996,54.000000000000014,matbench
mb-00821,MgAlRh2,4,156.99999999999994,84.99999999999999,matbench
mb-00822,DyPO4,12,138.99999999999997,61.000000000000014,matbench
mb-00823,Sm2Tl,6,46.0,19.0,matbench
mb-00824,Ti3AlC2,12,158.99999999999994,126.0,matbench
mb-00825,CaAgAs,9,52.99999999999999,36.0,matbench
mb-00826,SrIn4Ni,12,47.00000000000001,27.000000000000004,matbench
mb-00827,NaNbO2,8,146.00000000000003,97.0,matbench
mb-00828,NdSF,6,93.99999999999996,48.99999999999999,matbench
mb-00829,Ti2Pd,3,141.99999999999994,62.0,matbench
mb-00830,Nd(CuSi)2,5,103.99999999999996,75.00000000000001,matbench
mb-00831,Ho(SiOs)2,5,170.99999999999991,83.99999999999999,matbench
