gid,formula,n_sites,K_VRH,G_VRH,gamma,kappa_agl,density_g_cm3,volume_m3
ag-7b7f919191e3,B4N4,8,244.572,154.781,1.72244,47.6192,2.71337,6.075214274965643e-29
ag-f5f78826aac5,C4Mg2,6,77.8056,31.099,1.72295,11.5712,2.06271,7.780819906641091e-29
ag-05e1e26d2863,C1Zr1,2,145.533,30.2085,1.72309,9.29651,5.13874,3.335939401073629e-29
ag-ba24c7d4fdf2,Be2Hf1,3,128.212,104.339,1.72352,29.4752,8.29067,3.9359880271444e-29
ag-c6601606af69,Be4Ti2,6,119.689,108.374,1.72352,28.8864,3.16574,6.912455481091994e-29
ag-d28c5371ec80,B8C8Sc4,20,186.334,145.689,1.724,23.7205,3.15186,1.9092687744136118e-28
ag-7ca6e19f2809,B2Y1,3,164.012,151.223,1.7244,63.2266,5.03763,3.6432968056864996e-29
ag-a16df87dec15,Rb1,1,3.15,0.987947,1.72572,0.224737,1.57177,9.02947764853353e-29
ag-01692a28f1f2,Ho12Ru4,16,63.4508,28.0131,1.72595,2.00312,9.54162,4.147934637270316e-28
ag-438747b2e5f5,H8Sr4,12,39.4315,25.2789,1.72677,2.19214,3.35678,1.7736507070355472e-28
ag-278d84623f7d,Ca1H3Rb1,5,25.2833,19.5311,1.72715,3.18739,2.31385,9.226824417655279e-29
ag-abfd410cac3d,H4Sr2,6,42.1238,27.226,1.72798,3.66762,3.62328,8.215974504265175e-29
ag-5674982ac90b,Al8Er12,20,61.4486,36.1772,1.72833,2.40611,7.35416,5.0193529053809e-28
ag-372524132de0,B12Th1,13,231.011,201.511,1.72894,30.819,5.33159,1.1267432750009397e-28
ag-33e3744c0a0f,H3K1Mg1,5,35.4556,32.4676,1.729,6.53416,1.71521,6.430980920221209e-29
ag-14693a333262,B16C8Sc8,32,187.191,145.727,1.7294,15.3997,3.377,3.091488549976181e-28
ag-77397d097fcf,B4C4Ca2,10,130.536,81.4271,1.73005,20.4665,2.60757,1.0917730572421468e-28
ag-6e058133ffee,Zn1Zr2,3,93.2839,32.146,1.73124,7.2779,6.71072,6.133115841970402e-29
ag-a3cdfb5055f9,B4N4,8,296.876,214.774,1.73203,63.0449,3.03408,5.433048620096876e-29
ag-3d6a13a697be,Be2Li2P2,6,62.7814,44.0202,1.73206,12.8329,1.98612,7.846859584330299e-29
ag-51003152679a,Mg4Th2,6,51.0389,25.466,1.73211,3.5876,5.77776,1.6131755822169863e-28
ag-eb724544dfdf,Ba1H3Li1,5,17.7278,6.32928,1.7335,0.769721,1.93224,1.265804565171072e-28
ag-e1e7ab8ca6ef,Fe1Ga2Hf6,9,118.117,52.9145,1.73356,5.37119,12.1379,1.7322815666960385e-28
ag-132ec9e3a0bd,Hf1Ru3,4,212.278,75.1374,1.73607,12.5399,12.8495,6.225002283211175e-29
ag-b52cde15289f,C4N4Zn2,10,44.9111,6.89903,1.73633,1.50738,1.9128,2.039105165516072e-28
ag-487abf2ff7af,B4C4Er2,10,183.274,123.236,1.73658,20.3828,7.06611,1.0006432183277641e-28
ag-4b9c382e991c,Pt6Y14,20,60.4231,17.1564,1.73772,1.03595,7.51529,5.336468107087658e-28
ag-933c788c45a7,C20,20,332.972,193.003,1.7388,27.6836,2.81248,1.41826690801091e-28
ag-d5adc38fa8b9,Al1Zr3,4,101.603,56.7269,1.739,13.9246,5.93,8.419004154415364e-29
ag-f6c899d84413,Al2Zr4,6,102.874,54.3468,1.73916,10.4569,5.60834,1.2401742067895764e-28
ag-0ce177aa4bc7,Mg1Tb1,2,41.4333,23.6263,1.73918,6.64981,5.56598,5.46644354384657e-29
ag-c39bb7e5c43a,C1Ga1Y3,5,79.1667,61.5448,1.73919,14.6446,5.01134,1.1546151596790546e-28
ag-71814f8b09ac,Ba1O3Th1,5,99.2694,44.5861,1.7397,8.21256,6.4528,1.074026776273142e-28
ag-fb9400ae39cf,Dy6Ni4,10,60.2706,24.2371,1.73996,2.20245,9.09536,2.208682586001348e-28
ag-adf8044883f8,Al3Hf4,7,115.99,86.4651,1.74004,13.4608,9.78931,1.3483791694783019e-28
ag-937faec2d67d,Al8Tb8,16,63.7286,41.861,1.7412,3.55813,6.5178,3.789077925316569e-28
ag-b493a3af0dbb,B4C4Dy2,10,178.237,123.463,1.74261,21.1098,6.75777,1.0229121356747876e-28
ag-b51c13b25f14,B2Li6N4,12,70.7332,48.5187,1.74339,12.0855,1.72917,1.14559977238926e-28
ag-d53254a247ba,Al8Zr10,18,101.079,46.061,1.74432,4.15339,5.20961,3.5957420027475974e-28
ag-b3dc770a86b3,Ni8Sc16,24,78.9944,29.143,1.74434,1.85045,4.22443,4.67309965988962e-28
ag-60bc35d462e5,Al6Hf10N2,18,129.498,56.9549,1.74696,4.03278,10.2122,3.211097431108173e-28
ag-f96f03c30cc3,Al4Th6,10,72.8746,27.1579,1.74761,2.40255,8.46514,2.9427335839661867e-28
ag-f759c5600121,B1C5,6,376.107,373.362,1.74765,136.777,3.25905,3.6106617169136924e-29
ag-303c76af5316,In2Tb4,6,53.7967,24.9001,1.74775,2.88195,8.38219,1.7142614978783245e-28
ag-56953f759ff4,Al2Hf6Pt1,9,124.639,63.4816,1.7485,7.04851,12.024,1.822929232449892e-28
ag-b4c17e51ae05,B12U1,13,241.739,221.255,1.74932,32.4242,5.89458,1.0360048692584825e-28
ag-fd5539a4f79d,B1N1,2,372.389,380.337,1.74957,281.785,3.45832,1.1916410393820936e-29
ag-4957606e268f,Al10Ta20,30,158.493,55.4775,1.74984,2.51749,11.8659,5.442030915810629e-28
ag-e38b9dc992fb,Mg1Sc1,2,49.8,29.1006,1.75107,12.8444,2.3905,4.8111462105979803e-29
ag-c8cff231c808,Be4O4,8,196.372,134.987,1.75149,28.662,2.8565,5.815887838749429e-29
ag-e029c83ecf63,Co8Y12,20,64.3072,23.6207,1.75187,1.5827,5.86845,4.352881300901944e-28
ag-dcdc41818366,Mn8Sc4,12,57.3668,34.1237,1.75261,3.43313,4.03177,2.5507862609314453e-28
ag-56d00a95d21b,B2N2,4,372.276,383.364,1.75436,178.38,3.45051,2.3886764793122655e-29
ag-0401731cb29d,B1C7,8,391.956,454.751,1.75439,145.22,3.32004,4.745778479159917e-29
ag-562b84d60476,Al2Y2,4,59.9133,35.8292,1.75506,10.1234,3.91258,9.83675917663309e-29
ag-67b5e7f9d477,C4O8,12,4.03889,2.82514,1.7556,15.8106,1.42749,2.047775999874821e-28
ag-d852634bea6c,B6Th1,7,196.85,106.696,1.75597,17.3902,6.85604,7.19104308991999e-29
ag-db1f17a6f945,Be1O1,2,207.65,154.078,1.75729,82.7172,2.97185,1.397537191596795e-29
ag-f5e766579122,Al1Ti1Zr2,4,99.4611,36.5249,1.75823,7.56552,5.20453,8.209213013398999e-29
ag-ed51b7b3938f,Be2O2,4,205.991,155.59,1.75834,53.2285,2.96457,2.8019381582131206e-29
ag-6b4795df74ca,K8Sn46,54,28.75,6.68234,1.75906,0.146734,4.58321,2.091772643217555e-27
ag-fab61846b1f5,Ba4Sb2,6,23.5643,14.8144,1.75909,1.98574,4.95083,2.6591942504475913e-28
ag-aa05095e3651,Dy1Mg3,4,41.2556,26.0822,1.75916,5.11888,4.01682,9.731972166132387e-29
ag-37fc98b9f1d3,Be2O2,4,208.191,155.281,1.75927,52.2272,2.96689,2.799747144549974e-29
ag-4d13f06b9fe5,B1C7,8,385.055,404.146,1.75927,124.608,3.31922,4.746950904715593e-29
ag-abe8b2c0bb69,Ba1H3Li1,5,38.8889,39.6624,1.75978,5.92114,3.80223,6.432641405191564e-29
ag-869f71db2aa8,La10Si6,16,53.2085,26.9489,1.76002,2.34161,5.64515,4.58163558935424e-28
ag-0bc4e2ff418c,Ba2Cd1,3,14.3604,9.89214,1.76028,1.90106,4.53413,1.417552107710915e-28
ag-93d7578ce765,Al8Er8,16,66.3514,43.4052,1.76054,3.5155,7.02942,3.670789369964808e-28
ag-cc3163414e93,Mg8Sr4,12,25.5269,16.7578,1.76179,1.8252,2.409,3.756168319517111e-28
ag-95bd1aac30ec,B1C7,8,388.344,348.421,1.7624,99.2224,3.32115,4.744192337578879e-29
ag-f5a1a141caf9,Be4Ca2N4,10,112.091,63.7384,1.76271,12.5804,2.68584,1.0648332765325255e-28
ag-6729a4957d69,Be1S1,2,92.2056,66.0286,1.76302,35.0764,2.3546,2.896893971665604e-29
ag-1d788038cb5c,B2Sc1,3,184.772,185.716,1.76313,90.2972,3.53811,3.124697192813591e-29
ag-2818acf274e5,C8,8,310.589,219.561,1.76337,62.609,2.75194,5.797869595183796e-29
ag-6c75f60af736,H2Y1,3,82.8111,56.926,1.7639,14.4738,4.29215,3.51756310165901e-29
ag-153dd3dd8e68,B1Hf1,2,173.528,88.9122,1.76396,27.0666,11.1036,2.8309891012504647e-29
ag-4f808281378a,Al6C2Zr10,18,105.679,66.3827,1.76407,7.52648,5.37814,3.390618363938581e-28
ag-c838d91d4681,Er14Rh6,20,65.7052,23.2495,1.76466,1.25479,9.951,4.937828429177298e-28
ag-8e9c46d490db,Be2Zr1,3,119.782,96.0126,1.7647,33.7366,4.43147,4.093702008230611e-29
ag-c25e6cbda87b,C4H4,8,177.069,151.607,1.7649,50.2858,2.14421,4.032806546747086e-29
ag-d89a17f151da,Mg3Tb1,4,41.4333,26.6449,1.76502,5.28399,3.93093,9.793610122521065e-29
ag-ea9944c476b6,Ca4Sb2,6,35.2138,26.0125,1.76551,4.68827,3.50131,1.9152226233701419e-28
ag-3ab7e139e1c2,C2,2,433.989,517.924,1.76693,419.731,3.49723,1.1405733433152878e-29
ag-ea1aaa7c5e73,Al2Ti6,8,114.7,64.3718,1.76785,11.4228,4.01728,1.4102027711541265e-28
ag-45ff7b54dddd,C4Cd2N4,10,33.3278,3.98418,1.76831,0.700637,2.02898,2.6916842476346763e-28
ag-c39a60600679,Cs1H1,2,9.59444,6.97753,1.76839,1.22114,3.3931,6.553547457807491e-29
ag-a784a9c254d3,B1C2Sc2,5,137.397,71.3405,1.76854,22.7385,3.34431,6.19388326096269e-29
ag-5ff815c1453a,La2Ni2,4,58.3028,16.9027,1.76865,2.36088,7.00706,9.365429813674057e-29
ag-c9d6a8b917d5,C16,16,434.908,522.474,1.76924,104.828,3.49753,9.123804086752707e-29
ag-162f8798181b,C2O4,6,5.18262,2.29548,1.77028,13.3189,1.47602,9.902236291043847e-29
ag-bd79f9fa8154,C12,12,435.03,522.884,1.7704,127.091,3.49702,6.843851016195258e-29
ag-c42dc8ec0182,C8,8,435.267,523.491,1.77068,166.925,3.49593,4.5639899122036473e-29
ag-b2688e840301,C4,4,402.27,420.54,1.77084,206.237,3.31235,2.4084697048575932e-29
ag-d8e58d3bd84c,C16,16,401.533,452.263,1.77086,91.6602,3.34856,9.529701874101164e-29
ag-c9038761ebf5,Co2P2Zr8,12,126.003,33.8374,1.77132,2.93078,6.77905,2.2280941362099406e-28
ag-53c0f8e8582e,Li6P2,8,39.7906,35.1352,1.77178,6.095,1.4597,1.1784688199545435e-28
ag-867e6f10a28b,Al8Hf12,20,115.997,61.8446,1.77201,4.01457,9.88605,3.960233467711994e-28
ag-d777d711551d,Cs2H4Mg1,7,16.3598,11.7143,1.77217,1.50805,3.52934,1.38395192044128e-28
ag-a59baaad49eb,C8,8,402.613,453.332,1.77218,145.01,3.33942,4.777892344709589e-29
ag-bcfaf2bb33aa,Nd1P1,2,87.4889,49.8604,1.77253,15.581,5.64621,5.153060511123173e-29
ag-c70b5b8d0aa2,Ru4Tb10,14,63.3782,26.4409,1.77434,1.97065,9.11245,3.632766442971792e-28
ag-440c4eee274b,C4,4,429.108,526.463,1.77443,272.257,3.49045,2.2855776839333173e-29
ag-4fcc753033fa,B4C4La2,10,162.736,114.415,1.77458,20.1604,5.18204,1.18274119200888e-28
ag-78d63eb4195e,Al3Zr4,7,107.561,79.7546,1.77466,15.2362,5.32001,1.3916059556521534e-28
ag-dc7378aa0af8,Ir4La16Mg4,24,46.2333,20.1747,1.77489,1.07283,6.68376,7.673375930770118e-28
ag-f4a14c21af9e,Ba8Si4,12,22.305,12.028,1.77508,1.07591,4.27244,4.706544894748208e-28
ag-d00a3e343afa,Ru3Zr1,4,200.044,62.9049,1.77568,10.5979,10.3711,6.315367378535587e-29
ag-e47932dc1209,Ca1Cs1H3,5,24.25,19.6289,1.77658,2.662,2.99032,9.773768392534524e-29
ag-7c668fcf8bcb,Dy12Os4,16,70.5379,30.6287,1.77659,1.96641,10.627,4.235991875813749e-28
ag-a659f3fa4217,Al8Zr12,20,104.28,54.5936,1.77673,4.67496,5.29525,4.1097273615342575e-28
ag-028a9b304113,C1In1La3,5,56.1611,33.7198,1.77678,5.83217,6.08792,1.48257186299162e-28
ag-39585e426a7f,Ge4La12,16,41.2045,16.7737,1.77703,1.10876,6.10938,5.320313591861216e-28
ag-32ca0a12b5f2,B8Cr2,10,269.679,258.248,1.77774,54.8337,4.27494,7.398929891736057e-29
ag-74656f687dd3,As2Ca4,6,36.9974,29.8489,1.77816,6.01471,3.09599,1.663522253977359e-28
ag-bdc82cca41c8,C8,8,415.697,470.604,1.7783,146.956,3.40207,4.689906219969047e-29
ag-55d0a6e60c49,Ni2Zr4,6,118.788,16.5835,1.77842,1.51424,7.26819,1.1018553870347835e-28
ag-9d43154e2daa,Ir4Mg4Tb16,24,58.0056,27.1808,1.77845,1.38409,8.70991,6.499035003441728e-28
ag-190e395abaa7,V4Zr2,6,153.567,5.54523,1.77869,0.256097,6.3152,1.0155235543891758e-28
ag-cc24f154b0ce,Mn8Sc4,12,56.2437,33.4429,1.77881,3.32358,4.00155,2.5700499864391483e-28
ag-49ef8994256b,Er12Os4,16,71.8146,32.7236,1.77918,2.16967,11.1765,4.11257426872694e-28
ag-d3f599fbb3b1,Pt4Y12,16,56.3343,15.4238,1.78071,1.03128,6.94227,4.418379088058709e-28
ag-fe28b1cf9b59,Ga2Zr4,6,107.488,51.321,1.78098,8.19702,6.7848,1.2343467661938116e-28
ag-860579e29110,In4Rh4Tb16,24,63.2,31.6391,1.78179,1.52328,8.8399,6.41249510451113e-28
ag-32d72b1701a0,B2Ti1,3,244.488,237.262,1.78239,110.252,4.33575,2.661343463044858e-29
ag-dd97f47e93f3,Dy16Mg4Rh4,24,55.5611,26.9598,1.78242,1.3457,8.08027,6.388837987947031e-28
ag-e5a9323a46d0,Ba6Mg23,29,24.8222,15.2275,1.78301,0.86375,2.61086,8.795903789208413e-28
ag-8920838c88dc,Dy10Ru4,14,64.0694,27.1611,1.78331,2.03415,9.41935,3.5774217085786685e-28
ag-a41ed4d2c3fc,Cd1Zr2,3,79.9467,32.4397,1.78474,7.37794,7.25991,6.744228077739386e-29
ag-1c83a0bff50d,Dy12Rh4,16,58.1985,14.033,1.78534,0.729881,9.27336,4.228850806549109e-28
ag-c316b8d2b8b6,Be1O1,2,241.178,148.444,1.78588,68.0806,3.42128,1.2139523519989407e-29
ag-b42d0175e809,H2Sc1,3,93.95,66.02,1.78662,19.1495,2.75518,2.830976402420508e-29
ag-23e26457c91a,Ba1Li1Si1,3,27.5433,17.3784,1.78687,4.26982,3.38182,8.462890396746224e-29
ag-6f4dc5d55781,Mg1Sr1,2,20.2667,13.6727,1.78722,4.22988,2.55447,7.27571022674782e-29
ag-29a39cef1d9c,Ca4Mg8,12,30.4974,17.8189,1.78738,2.122,1.74074,3.3840754791323414e-28
ag-3fde284da135,H10K6Zn2,18,17.3521,12.7731,1.78745,1.03544,1.98902,3.1347656866610064e-28
ag-cfa7e729dbb0,Li3N1,4,52.0112,34.4457,1.78783,8.74618,1.28847,4.4887407179024757e-29
ag-8ec455e9c034,B6O9,15,30.8158,34.4468,1.78786,43.2888,2.30109,1.5072039154205874e-28
ag-598a7a7328a4,B1P1,2,161.95,161.882,1.78836,105.321,2.95331,2.3494055717003346e-29
ag-bb7396f83a01,Ca4Mg8,12,30.3314,17.7739,1.78843,2.11926,1.74028,3.3849699758342522e-28
ag-c353667ba8b2,Be1S1,2,107.2,83.8146,1.78859,41.9976,2.74602,2.483968268870522e-29
ag-b568b5c105f5,Er1P1,2,88.8,61.0168,1.78977,20.7511,7.44385,4.4220832711704274e-29
ag-f19bc59154a5,Ho1P1,2,87.6556,60.039,1.79029,20.7779,7.25296,4.485153392096604e-29
ag-c26493e7a28c,Li3Si3Y3,9,62.7917,48.5326,1.79062,7.45875,3.41328,1.808769061933488e-28
ag-96269a7acab8,P1Sc1,2,96.1167,61.5583,1.79249,29.5211,3.22172,3.9135675971593527e-29
ag-52844e7969a2,Ca7Cl2H12,21,46.9383,33.9317,1.79296,2.4712,2.18517,2.7626430025863846e-28
ag-03df7938ea1e,Li3Sb1,4,32.8667,26.0453,1.793,4.4981,3.35609,7.054776294230124e-29
ag-9e0f114b1fdd,P1Tb1,2,85.5278,58.0501,1.79333,20.4592,6.8187,4.624560314849588e-29
ag-543873816dec,N2Os1,3,277.3,103.112,1.79361,21.315,11.9374,3.035851121078379e-29
ag-71617e3eeffe,B4Cr1,5,270.686,250.839,1.79363,80.6931,4.22454,3.7436006466240273e-29
ag-ae0a4eccd0e6,C8Na8,16,30.6999,13.4149,1.79366,2.427,1.61467,2.8795801786754282e-28
ag-04ca355af458,C1Ce1,2,130.533,72.8587,1.79392,28.801,7.22707,3.4953629676056584e-29
ag-509e96e33161,Al2N2Zr6,10,134.756,89.6327,1.79394,14.8153,5.90148,1.7707612968305485e-28
ag-3649f800dc60,Li2Mg1Pb1,4,30.8333,16.1243,1.79436,1.91868,5.14683,7.917003280383735e-29
ag-3b0de28f2845,Al2Sc4,6,69.2389,45.0131,1.79445,9.83719,2.89462,1.3411501006939723e-28
ag-440c7849ab8b,Dy1P1,2,86.9389,59.1283,1.79464,20.3293,7.06229,4.5491014977163294e-29
ag-6209f5e55ae5,Dy4In2,6,54.4768,25.8057,1.79472,2.84229,8.63783,1.6910149220206434e-28
ag-331c44611dec,Al2La6,8,40.2577,15.8614,1.79504,1.39218,5.73011,2.571600815413941e-28
ag-f3dc42a35f56,Si4Sr8,12,29.0757,17.2619,1.79524,1.784,3.35858,4.021103394720129e-28
ag-bf66a2c72bbd,B2Ca1,3,122.252,105.72,1.79557,43.6953,2.8013,3.657418356092529e-29
ag-2c75a9327fd2,Be4N4Sr2,10,105.462,70.7238,1.79591,11.6807,3.6912,1.2025571016276716e-28
ag-972f726f12bf,Dy16In4Rh4,24,64.0278,32.9955,1.79643,1.6031,9.12991,6.3128279282353705e-28
ag-310724741803,Ir4La10,14,50.7281,11.7323,1.79668,0.719955,8.19654,4.37174093709413e-28
ag-a347088e4932,Bi1Li3,4,28.2111,21.715,1.79733,3.0313,5.01162,7.614254938273581e-29
ag-c0e7523ff8d3,B1C2N1,4,372.491,411.593,1.7974,187.621,3.41678,2.37355737061163e-29
ag-b0fc3de4383a,N1Y1,2,112.289,33.3146,1.79756,10.5322,4.60186,3.7135051852604336e-29
ag-0449551808fa,B4Nb6,10,233.291,168.68,1.79804,26.7366,7.68617,1.2977287681047386e-28
ag-5c16f5d4d3cd,Cr4Hf2,6,185.433,45.9509,1.79816,5.21894,10.3912,9.028268702731437e-29
ag-60bae3d49726,Cu1Hf2,3,118.017,57.9175,1.79827,11.052,12.3566,5.651229719510477e-29
ag-3cbb89aceb65,Si2Zr4,6,127.611,87.9714,1.79874,18.295,5.98105,1.169022501326794e-28
ag-03d59a9ad893,Ir4Zr12,16,129.331,22.1429,1.79892,1.15839,9.31713,3.321309824803163e-28
ag-635c1e535c86,Hf16Rh8,24,142.3,42.0298,1.79916,1.87758,13.0671,4.675301108358392e-28
ag-5a1b6fdffb2d,C1In1Y3,5,78.2833,62.0308,1.7996,13.5189,5.4425,1.200732976828535e-28
ag-916e0611d77b,P1Y1,2,85.2611,57.9882,1.79964,24.88,4.35594,4.5699614552737214e-29
ag-bdd9a6f27504,Be8W4,12,216.044,167.996,1.79984,18.0705,10.5172,1.2748779621053614e-28
ag-ff89c232ae9a,In2Sc6,8,62.199,38.4666,1.80029,5.45353,4.23912,1.9561273047272731e-28
ag-cb99d1be4cdd,Ga1Mn1Ni2,4,136.183,72.3044,1.80034,10.6305,7.86216,5.112207111135381e-29
ag-947725bf512a,B2P2,4,162.387,163.427,1.80057,65.9963,2.95394,4.6978090069252025e-29
ag-9e325d34d65b,B2C4N2,8,374.554,419.336,1.80077,119.645,3.42107,4.741161889559937e-29
ag-7fb90aa31069,B2Ta4,6,241.95,175.675,1.80164,29.4818,14.6512,8.448374677376736e-29
ag-09457595b027,B2Hf1,3,251.301,244.497,1.80191,75.6007,11.1144,2.9897591745434686e-29
ag-a8e94be57170,Mo1N1,2,197.361,38.1822,1.80192,9.2544,6.80197,2.684086971770681e-29
ag-a7d63869441b,O3Sr1Tc1,5,166.967,93.7816,1.80235,19.1747,5.88337,6.593706460222154e-29
ag-f237511d9093,Li2Te1,3,26.2556,19.2908,1.80269,3.89618,3.38346,6.943672696609423e-29
ag-01a70da6b0c3,Li2Se1,3,33.8722,27.107,1.80341,6.36615,2.82303,5.461074378284226e-29
ag-a39b28d260fb,Be5Pd1,6,143.511,123.408,1.80368,23.6882,4.67147,5.384599898942273e-29
ag-29ddd9104937,In2Sc6,8,62.0705,38.5473,1.80369,5.43107,4.23902,1.9561734504709762e-28
ag-ac6b5aceace8,Be1Se1,2,74.8944,53.0314,1.80429,19.6594,4.19728,3.480378840226178e-29
ag-812876728172,B4Ta6,10,251.52,179.397,1.80458,21.3692,14.3969,1.3021098249947858e-28
ag-15bd9ab3f2a9,Al1Tb1,2,62.8056,34.7501,1.80489,9.82754,6.52437,4.731577934273412e-29
ag-9bf188e5fb78,B4Ti3,7,216.163,205.221,1.80543,52.7568,4.37146,7.097478231503365e-29
ag-45f4f2d78448,Co1Ga2Zr6,9,108.729,51.688,1.80579,6.2982,6.91293,1.791284590133662e-28
ag-33d8042193c4,H1Ta2,3,198.066,63.8499,1.80675,10.5731,14.9666,4.026403934518771e-29
ag-75a24ef7ad5f,B2V1,3,277.221,230.786,1.80707,93.6017,5.02666,2.3971091452222573e-29
ag-fed9052685c1,Er12Rh4,16,61.0089,16.2565,1.80753,0.827864,9.75661,4.116589324117103e-28
ag-1dcbc1a92487,B14Mn2Y6,22,164.808,145.111,1.80842,14.9724,5.20559,2.5349145684967736e-28
ag-9785105a70a5,Ca8Si4,12,36.4155,21.9906,1.80854,3.00097,2.16461,3.3214156707653366e-28
ag-963262527443,C2Sc2,4,138.16,43.0434,1.80936,9.94608,3.39007,5.580727519953532e-29
ag-b0932d269ad7,Al3Mg3Y3,9,57.4472,44.7103,1.80952,6.97072,3.26556,2.1386372148446377e-28
ag-fd82bebb95ed,Re1Ti2,3,175.237,77.459,1.80953,19.3724,9.39492,4.9832680318328476e-29
ag-7cc295431307,Er2H4,6,82.1074,48.1394,1.80986,4.87245,8.28838,6.782689771319052e-29
ag-a165b280f0c3,Co1Zr1,2,109.411,52.9034,1.81176,15.6361,7.12242,3.500802935358687e-29
ag-f97425f7aeba,Al4La4,8,54.0067,33.7241,1.81326,4.30039,5.07742,2.170093145114725e-28
ag-ad91ac669fa0,N8,8,1.67222,0.459872,1.81375,4.03275,0.912307,2.0395478753661844e-28
ag-22a108834598,Lu4Mg2S8,14,60.7722,27.2054,1.81451,2.60112,4.97493,3.3544963262897506e-28
ag-e045e3a545c6,Dy12Pt4,16,56.8403,14.831,1.8151,0.788135,10.4302,4.346829008978139e-28
ag-7e9e20be4dc2,Bi2Ca4,6,27.6617,22.0317,1.81535,3.69358,4.60908,2.083375805046058e-28
ag-d3a0fe89c0f5,Cd4Co4Dy16,24,51.9722,26.8854,1.81543,1.29919,9.08709,6.003568239877138e-28
ag-9251770e720d,B14W2Y6,22,174.085,148.518,1.8162,14.3809,6.59661,2.6493396713453454e-28
ag-5fb440d2a8c2,H9La4,13,72.8583,37.6671,1.81677,2.50847,5.18005,1.8102052136926027e-28
ag-fc3eb7275198,Ru3Ti1,4,179.028,71.4223,1.81707,14.91,9.87274,5.904916708884547e-29
ag-4f3f97860bec,H2La1,3,64.05,34.2856,1.81717,6.7022,5.08186,4.6047196694322935e-29
ag-8bc5c0360c83,Li9N1S3,13,47.8556,40.8513,1.81751,4.59086,1.70809,1.6786377943033951e-28
ag-606a098dc23f,H1Na1,2,24.3778,19.963,1.81783,5.44407,1.4392,2.7688392001354474e-29
ag-3967538d7c5d,Ga3Sc1,4,83.3889,30.8365,1.81807,3.68794,5.90288,7.148787442270334e-29
ag-dc92e67eac0b,Al4Tb2,6,79.4667,56.8041,1.81811,9.39143,5.75655,1.2281993561860145e-28
ag-3b6ec2992da4,In2Y4,6,54.1914,26.781,1.81976,3.51818,5.69138,1.707575487482607e-28
ag-3829f8821427,B24Re4Y8,36,205.59,184.343,1.82024,12.161,7.24255,3.9333096736205947e-28
ag-42bc9c43b5da,Er1H2,3,89.9389,56.9482,1.82037,9.63809,8.411,3.3419040688863036e-29
ag-4e03466d19a9,C1Th1,2,147.5,88.4978,1.8206,29.595,9.84046,4.1182271980708974e-29
ag-f26f7a944968,Cd4La16Ru4,24,47.55,19.7906,1.82096,0.909134,6.85042,7.457209213301208e-28
ag-d3be042aa826,B14Re2Y6,22,171.344,142.337,1.82107,13.8413,6.66916,2.632306090842965e-28
ag-6be8d5d32b8f,La4Si4,8,70.377,44.1309,1.82161,6.1934,5.3217,2.0842590108756873e-28
ag-ab360204f842,H6Li2Pt1,9,34.0278,26.3648,1.82257,6.4911,4.85005,7.361543676289284e-29
ag-21a1d7ae3f03,Cd2N2,4,104.097,21.7673,1.82277,2.237,7.4056,5.669264598674484e-29
ag-03e0274d54e8,Ba2Be4N4,10,98.3637,61.9904,1.82395,8.3683,4.44283,1.370677491868423e-28
ag-edf7f777090a,N4,4,1.20497,0.695978,1.82395,17.8495,0.906265,1.0265726931591188e-28
ag-8aeca263b373,Fe1H6Mg2,9,82.9167,62.9102,1.82429,9.51518,2.86151,6.412486787830054e-29
ag-f60eab547380,Al1Lu3N1,5,139.8,98.1564,1.82455,10.6232,9.54034,9.849556599280831e-29
ag-6c7c16b5350e,H2Tb1,3,84.3222,54.2753,1.82568,9.61757,7.48117,3.5722914977424114e-29
ag-97ac1b15cc5c,B4Ti4,8,201.148,184.565,1.82574,41.5771,4.38996,8.878177600702949e-29
ag-fd7367e9f842,H10La4,14,73.7797,39.3114,1.82581,2.58759,5.25773,1.7866438091450593e-28
ag-0ec438443847,In4Ir4Tb16,24,42.0778,22.8953,1.8264,1.7586,9.76102,6.41511080483738e-28
ag-2ced3b6a76c2,Al4Dy2,6,80.0111,57.9259,1.82649,9.50178,5.89756,1.2189630836042421e-28
ag-ab43d348acf0,Ni2Tb2,4,81.8489,27.3486,1.8267,3.35582,9.10823,7.934899228492444e-29
ag-66debaf1f9bb,Br2H12Sr7,21,37.7601,25.9313,1.82692,1.39309,3.71901,3.5061135711523296e-28
ag-e1fa0f26e422,Ho16In4Rh4,24,65.2889,33.8782,1.82703,1.5774,9.34516,6.236517452774451e-28
ag-15fd035ef87d,Hf2W4,6,219.822,94.1541,1.82733,12.0792,16.1888,1.1204494737163002e-28
ag-eb7407f3eaca,Ca2N2Ni2,6,102.997,52.216,1.82748,9.45342,4.17261,8.97627340714428e-29
ag-6a66b538c9c8,Os8Sc22,30,100.15,35.6324,1.82752,1.63804,6.64882,6.270883904855962e-28
ag-34d2fa3f788e,Cl2H12Sr7,21,38.8438,26.6899,1.82778,1.48238,3.40416,3.396731937177599e-28
ag-8ad40d8abfa7,Ba1O3Pa1,5,112.428,30.3948,1.82809,3.79553,7.56406,9.140380154993059e-29
ag-26141d4e46ab,H2Ti2,4,126.582,49.5008,1.82814,9.50856,3.86985,4.194413077909014e-29
ag-c678ea2fec20,Co2Sn1Zr1,4,103.911,56.3832,1.82838,9.27328,8.06644,6.748024576414327e-29
